,Kmeans from PCA,Scaffold Split,Kmeans of Scaffold Split
23907,4.0,0.0,3.0
23908,0.0,2.0,4.0
23909,3.0,2.0,2.0
23910,1.0,2.0,0.0
23911,1.0,2.0,0.0
23912,0.0,2.0,4.0
23913,1.0,2.0,0.0
23914,0.0,2.0,4.0
23915,1.0,2.0,0.0
23916,1.0,2.0,0.0
23917,1.0,2.0,0.0
23918,3.0,2.0,2.0
23919,3.0,0.0,2.0
23920,0.0,0.0,4.0
23921,4.0,2.0,3.0
23922,4.0,2.0,3.0
23923,0.0,0.0,4.0
23924,4.0,2.0,3.0
23925,0.0,1.0,4.0
23926,0.0,1.0,4.0
23927,2.0,2.0,1.0
23928,2.0,2.0,1.0
23929,3.0,2.0,2.0
23930,2.0,2.0,1.0
23931,3.0,2.0,2.0
23932,0.0,2.0,4.0
23933,4.0,2.0,3.0
23934,4.0,1.0,3.0
23935,2.0,2.0,1.0
23936,3.0,2.0,2.0
23937,2.0,2.0,1.0
23938,3.0,1.0,2.0
23939,1.0,1.0,0.0
23940,2.0,2.0,1.0
23941,1.0,2.0,0.0
23942,2.0,2.0,1.0
23943,2.0,2.0,1.0
23944,1.0,2.0,0.0
23945,0.0,2.0,4.0
23946,3.0,2.0,2.0
23947,0.0,0.0,4.0
23948,4.0,2.0,3.0
23949,4.0,2.0,3.0
23950,4.0,2.0,3.0
23951,4.0,2.0,3.0
23952,4.0,2.0,3.0
23953,2.0,2.0,1.0
23954,3.0,2.0,2.0
23955,3.0,1.0,2.0
23956,3.0,1.0,2.0
23957,3.0,2.0,2.0
23958,3.0,2.0,2.0
23959,4.0,2.0,3.0
23960,0.0,2.0,4.0
23961,0.0,2.0,4.0
23962,0.0,0.0,4.0
23963,1.0,2.0,0.0
23964,0.0,1.0,4.0
23965,1.0,0.0,0.0
23966,0.0,1.0,4.0
23967,1.0,1.0,0.0
23968,0.0,1.0,4.0
23969,1.0,0.0,0.0
23970,0.0,2.0,4.0
23971,1.0,0.0,0.0
23972,0.0,1.0,4.0
23973,1.0,0.0,0.0
23974,0.0,2.0,4.0
23975,0.0,1.0,4.0
23976,1.0,2.0,0.0
23977,4.0,1.0,3.0
23978,0.0,1.0,4.0
23979,3.0,2.0,2.0
23980,3.0,2.0,2.0
23981,1.0,2.0,0.0
23982,3.0,2.0,2.0
23983,3.0,2.0,2.0
23984,4.0,2.0,3.0
23985,3.0,2.0,2.0
23986,3.0,2.0,2.0
23987,3.0,2.0,2.0
23988,3.0,2.0,2.0
23989,4.0,1.0,3.0
23990,1.0,2.0,0.0
23991,4.0,2.0,3.0
23992,3.0,2.0,2.0
23993,4.0,2.0,3.0
23994,4.0,2.0,3.0
23995,1.0,2.0,0.0
23996,3.0,2.0,2.0
23997,3.0,2.0,2.0
23998,4.0,2.0,3.0
23999,4.0,1.0,3.0
24000,1.0,2.0,0.0
24001,3.0,2.0,2.0
24002,3.0,0.0,2.0
24003,4.0,2.0,3.0
24004,1.0,0.0,0.0
24005,3.0,2.0,2.0
24006,3.0,2.0,2.0
24007,4.0,0.0,3.0
24008,1.0,2.0,0.0
24009,3.0,2.0,2.0
24010,1.0,0.0,0.0
24011,1.0,0.0,0.0
24012,4.0,0.0,3.0
24013,1.0,2.0,0.0
24014,4.0,1.0,3.0
24015,1.0,0.0,0.0
24016,4.0,1.0,3.0
24017,3.0,2.0,2.0
24018,4.0,2.0,3.0
24019,4.0,1.0,3.0
24020,0.0,2.0,4.0
24021,4.0,2.0,3.0
24022,4.0,2.0,3.0
24023,1.0,0.0,0.0
24024,1.0,0.0,0.0
24025,4.0,2.0,3.0
24026,0.0,1.0,4.0
24027,1.0,0.0,0.0
24028,0.0,1.0,4.0
24029,0.0,1.0,4.0
24030,1.0,0.0,0.0
24031,0.0,2.0,4.0
24032,0.0,1.0,4.0
24033,1.0,0.0,0.0
24034,0.0,2.0,4.0
24035,3.0,1.0,2.0
24036,4.0,2.0,3.0
24037,4.0,2.0,3.0
24038,4.0,2.0,3.0
24039,4.0,2.0,3.0
24040,1.0,0.0,0.0
24041,1.0,2.0,0.0
24042,1.0,0.0,0.0
24043,1.0,0.0,0.0
24044,1.0,0.0,0.0
24045,1.0,0.0,0.0
24046,1.0,0.0,0.0
24047,1.0,2.0,0.0
24048,4.0,1.0,3.0
24049,0.0,2.0,4.0
24050,0.0,2.0,4.0
24051,0.0,2.0,4.0
24052,3.0,2.0,2.0
24053,4.0,2.0,3.0
24054,0.0,1.0,4.0
24055,0.0,1.0,4.0
24056,0.0,2.0,4.0
24057,0.0,1.0,4.0
24058,0.0,1.0,4.0
24059,0.0,2.0,4.0
24060,0.0,2.0,4.0
24061,3.0,2.0,2.0
24062,0.0,2.0,4.0
24063,2.0,2.0,1.0
24064,0.0,2.0,4.0
24065,2.0,2.0,1.0
24066,1.0,2.0,0.0
24067,4.0,0.0,3.0
24068,2.0,2.0,1.0
24069,0.0,2.0,4.0
24070,2.0,2.0,1.0
24071,0.0,2.0,4.0
24072,4.0,2.0,3.0
24073,0.0,0.0,4.0
24074,4.0,2.0,3.0
24075,0.0,2.0,4.0
24076,1.0,0.0,0.0
24077,1.0,0.0,0.0
24078,4.0,2.0,3.0
24079,0.0,2.0,4.0
24080,1.0,2.0,0.0
24081,4.0,2.0,3.0
24082,4.0,2.0,3.0
24083,4.0,2.0,3.0
24084,3.0,1.0,2.0
24085,4.0,1.0,3.0
24086,4.0,2.0,3.0
24087,3.0,2.0,2.0
24088,4.0,2.0,3.0
24089,4.0,1.0,3.0
24090,1.0,1.0,0.0
24091,3.0,2.0,2.0
24092,3.0,2.0,2.0
24093,3.0,2.0,2.0
24094,1.0,0.0,0.0
24095,4.0,2.0,3.0
24096,1.0,2.0,0.0
24097,4.0,2.0,3.0
24098,1.0,2.0,0.0
24099,4.0,0.0,3.0
24100,1.0,0.0,0.0
24101,4.0,2.0,3.0
24102,3.0,2.0,2.0
24103,3.0,2.0,2.0
24104,4.0,2.0,3.0
24105,1.0,0.0,0.0
24106,4.0,2.0,3.0
24107,4.0,1.0,3.0
24108,3.0,2.0,2.0
24109,4.0,2.0,3.0
24110,4.0,1.0,3.0
24111,3.0,2.0,2.0
24112,1.0,0.0,0.0
24113,2.0,0.0,1.0
24114,2.0,2.0,1.0
24115,1.0,2.0,0.0
24116,1.0,2.0,0.0
24117,1.0,2.0,0.0
24118,1.0,2.0,0.0
24119,0.0,2.0,4.0
24120,0.0,2.0,4.0
24121,0.0,2.0,4.0
24122,0.0,2.0,4.0
24123,3.0,2.0,2.0
24124,4.0,2.0,3.0
24125,1.0,2.0,0.0
24126,1.0,0.0,0.0
24127,1.0,0.0,0.0
24128,3.0,2.0,2.0
24129,3.0,2.0,2.0
24130,3.0,1.0,2.0
24131,0.0,2.0,4.0
24132,3.0,2.0,2.0
24133,4.0,2.0,3.0
24134,3.0,2.0,2.0
24135,3.0,2.0,2.0
24136,3.0,2.0,2.0
24137,3.0,2.0,2.0
24138,1.0,0.0,0.0
24139,0.0,1.0,4.0
24140,0.0,1.0,4.0
24141,0.0,1.0,4.0
24142,3.0,0.0,2.0
24143,1.0,0.0,0.0
24144,3.0,2.0,2.0
24145,4.0,1.0,3.0
24146,1.0,0.0,0.0
24147,1.0,0.0,0.0
24148,1.0,0.0,0.0
24149,0.0,1.0,4.0
24150,1.0,0.0,0.0
24151,1.0,0.0,0.0
24152,1.0,0.0,0.0
24153,3.0,2.0,2.0
24154,3.0,1.0,2.0
24155,3.0,2.0,2.0
24156,3.0,2.0,2.0
24157,3.0,2.0,2.0
24158,3.0,1.0,2.0
24159,1.0,0.0,0.0
24160,0.0,1.0,4.0
24161,0.0,1.0,4.0
24162,1.0,0.0,0.0
24163,1.0,0.0,0.0
24164,0.0,1.0,4.0
24165,1.0,0.0,0.0
24166,0.0,1.0,4.0
24167,1.0,0.0,0.0
24168,0.0,1.0,4.0
24169,0.0,1.0,4.0
24170,1.0,0.0,0.0
24171,0.0,2.0,4.0
24172,1.0,0.0,0.0
24173,0.0,2.0,4.0
24174,3.0,1.0,2.0
24175,0.0,2.0,4.0
24176,4.0,1.0,3.0
24177,4.0,2.0,3.0
24178,1.0,2.0,0.0
24179,1.0,2.0,0.0
24180,1.0,2.0,0.0
24181,0.0,2.0,4.0
24182,0.0,2.0,4.0
24183,1.0,2.0,0.0
24184,0.0,2.0,4.0
24185,0.0,2.0,4.0
24186,0.0,2.0,4.0
24187,3.0,2.0,2.0
24188,0.0,2.0,4.0
24189,0.0,2.0,4.0
24190,3.0,2.0,2.0
24191,0.0,2.0,4.0
24192,3.0,2.0,2.0
24193,0.0,2.0,4.0
24194,0.0,2.0,4.0
24195,3.0,2.0,2.0
24196,0.0,2.0,4.0
24197,3.0,2.0,2.0
24198,0.0,2.0,4.0
24199,3.0,2.0,2.0
24200,0.0,2.0,4.0
24201,0.0,2.0,4.0
24202,0.0,2.0,4.0
24203,3.0,2.0,2.0
24204,0.0,2.0,4.0
24205,0.0,2.0,4.0
24206,0.0,2.0,4.0
24207,0.0,2.0,4.0
24208,3.0,2.0,2.0
24209,4.0,2.0,3.0
24210,0.0,2.0,4.0
24211,0.0,1.0,4.0
24212,0.0,2.0,4.0
24213,1.0,1.0,0.0
24214,1.0,2.0,0.0
24215,0.0,2.0,4.0
24216,0.0,2.0,4.0
24217,0.0,2.0,4.0
24218,0.0,1.0,4.0
24219,0.0,1.0,4.0
24220,0.0,1.0,4.0
24221,0.0,1.0,4.0
24222,0.0,1.0,4.0
24223,1.0,0.0,0.0
24224,4.0,1.0,3.0
24225,1.0,0.0,0.0
24226,3.0,1.0,2.0
24227,1.0,0.0,0.0
24228,1.0,0.0,0.0
24229,1.0,0.0,0.0
24230,1.0,2.0,0.0
24231,1.0,0.0,0.0
24232,1.0,0.0,0.0
24233,3.0,0.0,2.0
24234,1.0,0.0,0.0
24235,1.0,0.0,0.0
24236,3.0,0.0,2.0
24237,4.0,2.0,3.0
24238,4.0,2.0,3.0
24239,1.0,2.0,0.0
24240,0.0,2.0,4.0
24241,0.0,2.0,4.0
24242,3.0,1.0,2.0
24243,3.0,1.0,2.0
24244,3.0,2.0,2.0
24245,0.0,2.0,4.0
24246,0.0,2.0,4.0
24247,4.0,2.0,3.0
24248,0.0,2.0,4.0
24249,0.0,2.0,4.0
24250,0.0,2.0,4.0
24251,0.0,2.0,4.0
24252,0.0,2.0,4.0
24253,3.0,2.0,2.0
24254,0.0,2.0,4.0
24255,0.0,2.0,4.0
24256,0.0,2.0,4.0
24257,3.0,2.0,2.0
24258,0.0,2.0,4.0
24259,0.0,2.0,4.0
24260,0.0,2.0,4.0
24261,3.0,2.0,2.0
24262,0.0,2.0,4.0
24263,3.0,2.0,2.0
24264,0.0,2.0,4.0
24265,0.0,2.0,4.0
24266,0.0,2.0,4.0
24267,0.0,2.0,4.0
24268,1.0,0.0,0.0
24269,1.0,1.0,0.0
24270,0.0,2.0,4.0
24271,1.0,2.0,0.0
24272,1.0,1.0,0.0
24273,3.0,2.0,2.0
24274,1.0,0.0,0.0
24275,3.0,1.0,2.0
24276,1.0,0.0,0.0
24277,0.0,1.0,4.0
24278,1.0,0.0,0.0
24279,1.0,0.0,0.0
24280,0.0,1.0,4.0
24281,1.0,0.0,0.0
24282,0.0,1.0,4.0
24283,0.0,1.0,4.0
24284,1.0,0.0,0.0
24285,0.0,2.0,4.0
24286,0.0,1.0,4.0
24287,1.0,0.0,0.0
24288,0.0,1.0,4.0
24289,4.0,1.0,3.0
24290,0.0,1.0,4.0
24291,0.0,2.0,4.0
24292,4.0,1.0,3.0
24293,3.0,2.0,2.0
24294,1.0,1.0,0.0
24295,2.0,2.0,1.0
24296,0.0,2.0,4.0
24297,0.0,0.0,4.0
24298,1.0,0.0,0.0
24299,0.0,1.0,4.0
24300,0.0,1.0,4.0
24301,1.0,2.0,0.0
24302,1.0,2.0,0.0
24303,3.0,2.0,2.0
24304,1.0,2.0,0.0
24305,0.0,2.0,4.0
24306,1.0,2.0,0.0
24307,1.0,2.0,0.0
24308,0.0,2.0,4.0
24309,0.0,2.0,4.0
24310,0.0,2.0,4.0
24311,0.0,2.0,4.0
24312,1.0,2.0,0.0
24313,0.0,2.0,4.0
24314,0.0,2.0,4.0
24315,2.0,2.0,1.0
24316,1.0,2.0,0.0
24317,0.0,2.0,4.0
24318,0.0,2.0,4.0
24319,2.0,2.0,1.0
24320,2.0,2.0,1.0
24321,3.0,2.0,2.0
24322,2.0,2.0,1.0
24323,2.0,2.0,1.0
24324,2.0,2.0,1.0
24325,2.0,2.0,1.0
24326,0.0,2.0,4.0
24327,2.0,2.0,1.0
24328,3.0,2.0,2.0
24329,0.0,2.0,4.0
24330,0.0,2.0,4.0
24331,0.0,2.0,4.0
24332,3.0,2.0,2.0
24333,1.0,2.0,0.0
24334,4.0,2.0,3.0
24335,0.0,2.0,4.0
24336,1.0,2.0,0.0
24337,1.0,2.0,0.0
24338,4.0,2.0,3.0
24339,3.0,2.0,2.0
24340,4.0,1.0,3.0
24341,4.0,0.0,3.0
24342,0.0,2.0,4.0
24343,1.0,0.0,0.0
24344,1.0,0.0,0.0
24345,3.0,2.0,2.0
24346,4.0,2.0,3.0
24347,2.0,2.0,1.0
24348,2.0,2.0,1.0
24349,2.0,2.0,1.0
24350,0.0,2.0,4.0
24351,0.0,1.0,4.0
24352,0.0,1.0,4.0
24353,0.0,1.0,4.0
24354,4.0,0.0,3.0
24355,3.0,2.0,2.0
24356,3.0,2.0,2.0
24357,3.0,0.0,2.0
24358,0.0,2.0,4.0
24359,3.0,2.0,2.0
24360,0.0,2.0,4.0
24361,0.0,2.0,4.0
24362,3.0,0.0,2.0
24363,1.0,0.0,0.0
24364,0.0,2.0,4.0
24365,0.0,2.0,4.0
24366,2.0,2.0,1.0
24367,2.0,2.0,1.0
24368,0.0,2.0,4.0
24369,2.0,2.0,1.0
24370,3.0,0.0,2.0
24371,2.0,2.0,1.0
24372,2.0,2.0,1.0
24373,2.0,2.0,1.0
24374,2.0,0.0,1.0
24375,2.0,2.0,1.0
24376,0.0,2.0,4.0
24377,0.0,2.0,4.0
24378,0.0,2.0,4.0
24379,0.0,2.0,4.0
24380,1.0,0.0,0.0
24381,3.0,0.0,2.0
24382,1.0,0.0,0.0
24383,3.0,2.0,2.0
24384,3.0,2.0,2.0
24385,1.0,1.0,0.0
24386,4.0,2.0,3.0
24387,3.0,2.0,2.0
24388,3.0,2.0,2.0
24389,4.0,1.0,3.0
24390,4.0,1.0,3.0
24391,1.0,0.0,0.0
24392,1.0,0.0,0.0
24393,4.0,1.0,3.0
24394,4.0,1.0,3.0
24395,4.0,2.0,3.0
24396,4.0,2.0,3.0
24397,4.0,2.0,3.0
24398,4.0,1.0,3.0
24399,4.0,1.0,3.0
24400,0.0,2.0,4.0
24401,1.0,0.0,0.0
24402,4.0,1.0,3.0
24403,4.0,2.0,3.0
24404,4.0,0.0,3.0
24405,3.0,1.0,2.0
24406,0.0,2.0,4.0
24407,3.0,2.0,2.0
24408,0.0,2.0,4.0
24409,1.0,0.0,0.0
24410,0.0,2.0,4.0
24411,4.0,2.0,3.0
24412,0.0,2.0,4.0
24413,4.0,2.0,3.0
24414,0.0,2.0,4.0
24415,0.0,2.0,4.0
24416,3.0,2.0,2.0
24417,0.0,2.0,4.0
24418,0.0,2.0,4.0
24419,4.0,2.0,3.0
24420,3.0,2.0,2.0
24421,1.0,2.0,0.0
24422,3.0,2.0,2.0
24423,4.0,2.0,3.0
24424,3.0,2.0,2.0
24425,4.0,1.0,3.0
24426,1.0,2.0,0.0
24427,0.0,1.0,4.0
24428,4.0,2.0,3.0
24429,0.0,2.0,4.0
24430,0.0,2.0,4.0
24431,3.0,2.0,2.0
24432,0.0,2.0,4.0
24433,3.0,2.0,2.0
24434,3.0,1.0,2.0
24435,3.0,2.0,2.0
24436,3.0,2.0,2.0
24437,3.0,2.0,2.0
24438,0.0,2.0,4.0
24439,3.0,2.0,2.0
24440,3.0,2.0,2.0
24441,0.0,2.0,4.0
24442,3.0,2.0,2.0
24443,3.0,2.0,2.0
24444,3.0,2.0,2.0
24445,3.0,2.0,2.0
24446,3.0,2.0,2.0
24447,3.0,2.0,2.0
24448,3.0,2.0,2.0
24449,0.0,2.0,4.0
24450,1.0,2.0,0.0
24451,1.0,2.0,0.0
24452,1.0,2.0,0.0
24453,0.0,2.0,4.0
24454,1.0,2.0,0.0
24455,4.0,2.0,3.0
24456,0.0,2.0,4.0
24457,3.0,2.0,2.0
24458,4.0,2.0,3.0
24459,3.0,1.0,2.0
24460,4.0,2.0,3.0
24461,3.0,2.0,2.0
24462,3.0,2.0,2.0
24463,3.0,2.0,2.0
24464,4.0,2.0,3.0
24465,1.0,2.0,0.0
24466,4.0,1.0,3.0
24467,4.0,2.0,3.0
24468,3.0,2.0,2.0
24469,4.0,1.0,3.0
24470,3.0,2.0,2.0
24471,1.0,0.0,0.0
24472,4.0,2.0,3.0
24473,1.0,0.0,0.0
24474,1.0,0.0,0.0
24475,1.0,0.0,0.0
24476,2.0,2.0,1.0
24477,4.0,1.0,3.0
24478,3.0,2.0,2.0
24479,4.0,2.0,3.0
24480,4.0,2.0,3.0
24481,0.0,2.0,4.0
24482,2.0,2.0,1.0
24483,1.0,2.0,0.0
24484,2.0,2.0,1.0
24485,2.0,2.0,1.0
24486,0.0,0.0,4.0
24487,3.0,2.0,2.0
24488,3.0,2.0,2.0
24489,2.0,2.0,1.0
24490,3.0,2.0,2.0
24491,2.0,2.0,1.0
24492,0.0,2.0,4.0
24493,1.0,0.0,0.0
24494,1.0,0.0,0.0
24495,3.0,0.0,2.0
24496,1.0,2.0,0.0
24497,1.0,2.0,0.0
24498,2.0,2.0,1.0
24499,4.0,2.0,3.0
24500,4.0,1.0,3.0
24501,4.0,2.0,3.0
24502,3.0,2.0,2.0
24503,3.0,0.0,2.0
24504,1.0,0.0,0.0
24505,3.0,2.0,2.0
24506,0.0,2.0,4.0
24507,4.0,1.0,3.0
24508,1.0,2.0,0.0
24509,0.0,2.0,4.0
24510,4.0,1.0,3.0
24511,3.0,2.0,2.0
24512,4.0,2.0,3.0
24513,1.0,2.0,0.0
24514,1.0,0.0,0.0
24515,1.0,2.0,0.0
24516,3.0,2.0,2.0
24517,1.0,0.0,0.0
24518,4.0,2.0,3.0
24519,4.0,1.0,3.0
24520,3.0,2.0,2.0
24521,4.0,2.0,3.0
24522,3.0,2.0,2.0
24523,0.0,2.0,4.0
24524,1.0,0.0,0.0
24525,0.0,2.0,4.0
24526,1.0,2.0,0.0
24527,0.0,2.0,4.0
24528,1.0,0.0,0.0
24529,3.0,2.0,2.0
24530,4.0,2.0,3.0
24531,0.0,2.0,4.0
24532,1.0,0.0,0.0
24533,3.0,1.0,2.0
24534,3.0,0.0,2.0
24535,3.0,1.0,2.0
24536,4.0,0.0,3.0
24537,0.0,2.0,4.0
24538,3.0,2.0,2.0
24539,3.0,2.0,2.0
24540,0.0,2.0,4.0
24541,1.0,2.0,0.0
24542,1.0,0.0,0.0
24543,3.0,2.0,2.0
24544,4.0,2.0,3.0
24545,4.0,2.0,3.0
24546,4.0,0.0,3.0
24547,4.0,2.0,3.0
24548,4.0,2.0,3.0
24549,4.0,2.0,3.0
24550,4.0,2.0,3.0
24551,4.0,1.0,3.0
24552,4.0,0.0,3.0
24553,4.0,2.0,3.0
24554,3.0,2.0,2.0
24555,0.0,1.0,4.0
24556,1.0,2.0,0.0
24557,4.0,2.0,3.0
24558,0.0,2.0,4.0
24559,0.0,0.0,4.0
24560,4.0,2.0,3.0
24561,4.0,2.0,3.0
24562,3.0,2.0,2.0
24563,4.0,1.0,3.0
24564,4.0,2.0,3.0
24565,4.0,0.0,3.0
24566,4.0,2.0,3.0
24567,3.0,2.0,2.0
24568,3.0,2.0,2.0
24569,3.0,2.0,2.0
24570,1.0,2.0,0.0
24571,4.0,0.0,3.0
24572,2.0,2.0,1.0
24573,0.0,2.0,4.0
24574,3.0,2.0,2.0
24575,3.0,2.0,2.0
24576,3.0,2.0,2.0
24577,1.0,2.0,0.0
24578,1.0,2.0,0.0
24579,3.0,1.0,2.0
24580,4.0,2.0,3.0
24581,2.0,2.0,1.0
24582,2.0,2.0,1.0
24583,4.0,2.0,3.0
24584,4.0,2.0,3.0
24585,4.0,2.0,3.0
24586,4.0,2.0,3.0
24587,4.0,1.0,3.0
24588,1.0,2.0,0.0
24589,4.0,2.0,3.0
24590,4.0,1.0,3.0
24591,4.0,0.0,3.0
24592,4.0,0.0,3.0
24593,4.0,2.0,3.0
24594,4.0,2.0,3.0
24595,4.0,2.0,3.0
24596,4.0,0.0,3.0
24597,4.0,2.0,3.0
24598,4.0,1.0,3.0
24599,4.0,1.0,3.0
24600,4.0,0.0,3.0
24601,4.0,2.0,3.0
24602,4.0,2.0,3.0
24603,3.0,2.0,2.0
24604,1.0,0.0,0.0
24605,3.0,1.0,2.0
24606,3.0,0.0,2.0
24607,3.0,1.0,2.0
24608,1.0,2.0,0.0
24609,3.0,2.0,2.0
24610,1.0,0.0,0.0
24611,0.0,2.0,4.0
24612,4.0,1.0,3.0
24613,3.0,2.0,2.0
24614,2.0,2.0,1.0
24615,3.0,0.0,2.0
24616,1.0,2.0,0.0
24617,3.0,1.0,2.0
24618,3.0,1.0,2.0
24619,3.0,1.0,2.0
24620,3.0,1.0,2.0
24621,1.0,0.0,0.0
24622,3.0,2.0,2.0
24623,4.0,2.0,3.0
24624,1.0,2.0,0.0
24625,0.0,2.0,4.0
24626,3.0,2.0,2.0
24627,4.0,2.0,3.0
24628,4.0,2.0,3.0
24629,4.0,1.0,3.0
24630,4.0,2.0,3.0
24631,1.0,1.0,0.0
24632,1.0,2.0,0.0
24633,1.0,0.0,0.0
24634,3.0,2.0,2.0
24635,1.0,0.0,0.0
24636,0.0,2.0,4.0
24637,0.0,2.0,4.0
24638,3.0,2.0,2.0
24639,3.0,0.0,2.0
24640,0.0,0.0,4.0
24641,3.0,0.0,2.0
24642,0.0,1.0,4.0
24643,0.0,1.0,4.0
24644,0.0,2.0,4.0
24645,0.0,2.0,4.0
24646,3.0,2.0,2.0
24647,3.0,2.0,2.0
24648,4.0,1.0,3.0
24649,4.0,0.0,3.0
24650,4.0,0.0,3.0
24651,4.0,0.0,3.0
24652,4.0,2.0,3.0
24653,4.0,1.0,3.0
24654,4.0,0.0,3.0
24655,4.0,0.0,3.0
24656,4.0,2.0,3.0
24657,4.0,1.0,3.0
24658,4.0,2.0,3.0
24659,3.0,2.0,2.0
24660,4.0,2.0,3.0
24661,4.0,0.0,3.0
24662,4.0,2.0,3.0
24663,3.0,2.0,2.0
24664,3.0,2.0,2.0
24665,3.0,2.0,2.0
24666,3.0,2.0,2.0
24667,1.0,2.0,0.0
24668,0.0,2.0,4.0
24669,3.0,2.0,2.0
24670,4.0,2.0,3.0
24671,4.0,2.0,3.0
24672,4.0,2.0,3.0
24673,4.0,1.0,3.0
24674,4.0,1.0,3.0
24675,4.0,1.0,3.0
24676,4.0,2.0,3.0
24677,3.0,2.0,2.0
24678,4.0,0.0,3.0
24679,4.0,2.0,3.0
24680,4.0,2.0,3.0
24681,3.0,2.0,2.0
24682,1.0,2.0,0.0
24683,1.0,0.0,0.0
24684,3.0,2.0,2.0
24685,3.0,2.0,2.0
24686,4.0,2.0,3.0
24687,1.0,1.0,0.0
24688,0.0,1.0,4.0
24689,3.0,0.0,2.0
24690,1.0,0.0,0.0
24691,0.0,1.0,4.0
24692,0.0,1.0,4.0
24693,3.0,0.0,2.0
24694,3.0,0.0,2.0
24695,0.0,1.0,4.0
24696,1.0,2.0,0.0
24697,0.0,1.0,4.0
24698,0.0,0.0,4.0
24699,0.0,2.0,4.0
24700,0.0,2.0,4.0
24701,3.0,1.0,2.0
24702,3.0,1.0,2.0
24703,4.0,0.0,3.0
24704,0.0,2.0,4.0
24705,3.0,2.0,2.0
24706,0.0,2.0,4.0
24707,3.0,2.0,2.0
24708,3.0,2.0,2.0
24709,4.0,2.0,3.0
24710,4.0,0.0,3.0
24711,4.0,0.0,3.0
24712,4.0,0.0,3.0
24713,4.0,1.0,3.0
24714,4.0,2.0,3.0
24715,3.0,0.0,2.0
24716,4.0,2.0,3.0
24717,3.0,2.0,2.0
24718,4.0,1.0,3.0
24719,4.0,2.0,3.0
24720,4.0,2.0,3.0
24721,1.0,0.0,0.0
24722,1.0,1.0,0.0
24723,3.0,2.0,2.0
24724,2.0,2.0,1.0
24725,2.0,2.0,1.0
24726,4.0,0.0,3.0
24727,4.0,0.0,3.0
24728,4.0,2.0,3.0
24729,4.0,1.0,3.0
24730,4.0,0.0,3.0
24731,4.0,0.0,3.0
24732,1.0,0.0,0.0
24733,1.0,2.0,0.0
24734,1.0,2.0,0.0
24735,1.0,2.0,0.0
24736,3.0,2.0,2.0
24737,2.0,2.0,1.0
24738,4.0,0.0,3.0
24739,2.0,2.0,1.0
24740,2.0,2.0,1.0
24741,0.0,1.0,4.0
24742,4.0,2.0,3.0
24743,4.0,1.0,3.0
24744,4.0,2.0,3.0
24745,4.0,0.0,3.0
24746,4.0,1.0,3.0
24747,4.0,0.0,3.0
24748,4.0,0.0,3.0
24749,4.0,2.0,3.0
24750,4.0,2.0,3.0
24751,4.0,2.0,3.0
24752,3.0,0.0,2.0
24753,3.0,0.0,2.0
24754,3.0,0.0,2.0
24755,1.0,2.0,0.0
24756,1.0,2.0,0.0
24757,0.0,1.0,4.0
24758,4.0,2.0,3.0
24759,0.0,2.0,4.0
24760,0.0,0.0,4.0
24761,4.0,2.0,3.0
24762,0.0,2.0,4.0
24763,0.0,1.0,4.0
24764,4.0,2.0,3.0
24765,0.0,1.0,4.0
24766,0.0,2.0,4.0
24767,2.0,2.0,1.0
24768,1.0,0.0,0.0
24769,3.0,0.0,2.0
24770,3.0,0.0,2.0
24771,3.0,0.0,2.0
24772,0.0,1.0,4.0
24773,0.0,1.0,4.0
24774,0.0,1.0,4.0
24775,3.0,2.0,2.0
24776,4.0,2.0,3.0
24777,1.0,2.0,0.0
24778,1.0,2.0,0.0
24779,4.0,2.0,3.0
24780,4.0,2.0,3.0
24781,3.0,0.0,2.0
24782,3.0,2.0,2.0
24783,3.0,2.0,2.0
24784,1.0,2.0,0.0
24785,1.0,1.0,0.0
24786,0.0,2.0,4.0
24787,1.0,2.0,0.0
24788,1.0,2.0,0.0
24789,3.0,2.0,2.0
24790,3.0,2.0,2.0
24791,3.0,0.0,2.0
24792,3.0,0.0,2.0
24793,0.0,2.0,4.0
24794,3.0,2.0,2.0
24795,1.0,2.0,0.0
24796,4.0,2.0,3.0
24797,0.0,2.0,4.0
24798,0.0,1.0,4.0
24799,4.0,2.0,3.0
24800,3.0,1.0,2.0
24801,3.0,1.0,2.0
24802,0.0,1.0,4.0
24803,1.0,2.0,0.0
24804,4.0,0.0,3.0
24805,4.0,1.0,3.0
24806,4.0,2.0,3.0
24807,4.0,1.0,3.0
24808,4.0,0.0,3.0
24809,4.0,2.0,3.0
24810,4.0,0.0,3.0
24811,4.0,0.0,3.0
24812,4.0,2.0,3.0
24813,4.0,0.0,3.0
24814,4.0,2.0,3.0
24815,1.0,0.0,0.0
24816,3.0,2.0,2.0
24817,2.0,2.0,1.0
24818,3.0,2.0,2.0
24819,3.0,2.0,2.0
24820,0.0,2.0,4.0
24821,3.0,2.0,2.0
24822,4.0,2.0,3.0
24823,4.0,0.0,3.0
24824,4.0,2.0,3.0
24825,4.0,2.0,3.0
24826,4.0,2.0,3.0
24827,4.0,2.0,3.0
24828,4.0,0.0,3.0
24829,4.0,2.0,3.0
24830,4.0,2.0,3.0
24831,3.0,2.0,2.0
24832,3.0,2.0,2.0
24833,1.0,2.0,0.0
24834,3.0,2.0,2.0
24835,3.0,2.0,2.0
24836,0.0,2.0,4.0
24837,1.0,0.0,0.0
